"","id","vacc_type","age_lower","age_upper","sex","omit_prev_tests","notes","title","Vacc.Status","Person.Years","Events","Rate","OR_AGE","OR_LCL_AGE","OR_UCL_AGE","OR_ADJ","OR_LCL_ADJ","OR_UCL_ADJ","OR_ADJ2","OR_LCL_ADJ2","OR_UCL_ADJ2"
"21",12,"PB",18,110,"B","all","","All Ages,  PB Vaccine, Omit individuals previously positive","v1_49:55",11827,2,0.0617665616271933,0.125400225623436,0.0312429645209912,0.50332024593388,0.0595754775069662,0.0147803769558252,0.24013173214667,0.158198106191481,0.0394027612922891,0.635149415466697
"22",12,"PB",18,110,"B","all","","All Ages,  PB Vaccine, Omit individuals previously positive","v1_56:62",8586,4,0.170156993329353,0.345022590155233,0.1288878691187,0.923598074290413,0.132413405024243,0.0490212953379019,0.357667207878898,0.429917112908289,0.160540261811294,1.15129203033601
"23",12,"PB",18,110,"B","all","","All Ages,  PB Vaccine, Omit individuals previously positive","v1_63:69",6038,1,0.0604954949770985,0.122615703575554,0.0172307839115912,0.872543631239807,0.0379514883933382,0.00529880312523947,0.271819019734686,0.153100842271441,0.0215128612384063,1.08957463372553
"24",12,"PB",18,110,"B","all","","All Ages,  PB Vaccine, Omit individuals previously positive","v1_70:76",4939,0,0,4.78335451545053e-08,0,Inf,3.70587298923192e-07,5.75687189095693e-185,2.38558280824196e+171,2.06945925668613e-06,4.4115295415726e-160,9.7078837956897e+147
"25",12,"PB",18,110,"B","all","","All Ages,  PB Vaccine, Omit individuals previously positive","v1_77:83",3636,1,0.100452553574779,0.215414582822016,0.0302701714485243,1.53297587267697,0.0529103973246568,0.00736898510169355,0.379904438185072,0.252078887309382,0.035421796781814,1.7939170567361
"26",12,"PB",18,110,"B","all","","All Ages,  PB Vaccine, Omit individuals previously positive","v1_84+",7269,2,0.100491671843151,0.232249867189158,0.0578785808630309,0.931950991283462,0.0855900695085093,0.0209954907845518,0.348915873110315,0.164351419379561,0.0409237993724144,0.660041087736446
"27",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","uv",983090,777,0.288680741619114,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_0:13",52997,91,0.627158950305523,1.32782923334642,1.06383606655904,1.65733286203782,0.705101933836107,0.560670438763487,0.886739700769462,1.49590623478817,1.19978275612134,1.8651172071453
"29",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_14:20",23477,83,1.29128086303171,2.5735076417037,2.04028998037781,3.24607857000844,0.954392006574667,0.745598947260395,1.22165422250188,3.39132649034431,2.6893003530482,4.27661244720215
"30",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_21:27",19021,77,1.47856962587179,2.74487172420918,2.15564522738672,3.49515805599278,0.758025078425531,0.58410428821732,0.983731897048236,3.62219359917768,2.84679150132562,4.60879782162278
"31",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_28:34",16559,47,1.03667236242081,1.81241743469228,1.34047525526451,2.45051666912595,0.406636922800634,0.294932629330655,0.560648672071436,2.39137712240901,1.77026682653495,3.23040823895159
"32",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_35:41",14144,51,1.31698894164552,2.13524050780329,1.59368119534433,2.86083066016161,0.457014315351936,0.332651000915982,0.627871504554263,2.84039196300755,2.12211737863237,3.80178145881699
"33",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_42:47",12154,22,0.661131664309355,0.999570640740133,0.649493245453223,1.53834004098446,0.240676408044437,0.152826512793789,0.379025421245668,1.32119109113372,0.8591342233687,2.03174993128168
"34",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_49:55",9787,14,0.522456215733241,0.726865798323702,0.425524021682617,1.24160766925355,0.226135080296504,0.129195487092967,0.395811616112481,0.957414988304615,0.560911806504645,1.63420247033566
"35",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_56:62",6705,8,0.435776608490355,0.531325319846613,0.263035809894794,1.07326297367274,0.254941539498431,0.123387604908714,0.52675622166356,0.67376342869422,0.333784079312053,1.36003238615042
"36",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_63:69",4108,3,0.266713858302183,0.282633168056318,0.0904752515295542,0.882910037110616,0.268068371049693,0.0840561369053518,0.854912612010137,0.352548078255496,0.112904958638028,1.10083869637751
"37",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_70:76",2135,0,0,2.81651726252968e-08,0,Inf,2.86424555647826e-06,1.14039156775763e-199,7.19393482006958e+187,1.9093736922895e-06,6.92054130811772e-180,5.26795193394895e+167
"38",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_77:83",806,0,0,6.07886590254003e-08,0,Inf,5.09845673393926e-06,5.15079709669753e-297,5.04664823324415e+285,3.23874071008485e-06,1.55462696188378e-233,6.74724010604483e+221
"39",17,"AZ",18,110,"B","all","","All Ages,  AZ Vaccine, Omit individuals previously positive","v1_84+",129,0,0,2.55483811804655e-07,0,Inf,9.63838204067073e-06,0,Inf,1.0038250235825e-05,0,Inf
