"vacc_type","Subgroup","z.yr","n_v1","event_v1","n_v2","event_v2"
"AZ","65-79",57,92523,1,93633,0
"AZ","65-79",58,89713,1,90798,0
"AZ","65-79",59,87934,1,89006,1
"AZ","65-79",60,85334,0,86390,0
"AZ","65-79",61,81530,2,82525,0
"AZ","65-79",62,76955,2,77882,2
"AZ","65-79",63,72946,0,73826,0
"AZ","65-79",64,69578,1,70404,3
"AZ","65-79",65,66204,1,66967,2
"AZ","65-79",66,63819,0,64543,0
"AZ","65-79",67,62420,3,63106,0
"AZ","65-79",68,58783,0,59371,1
"AZ","65-79",69,56840,1,57373,0
"AZ","65-79",70,54442,1,54925,1
"AZ","65-79",71,52349,1,52779,1
"AZ","65-79",72,50639,0,51043,0
"AZ","65-79",73,49214,1,49591,2
"AZ","65-79",74,48481,2,48839,0
"AZ","65-79",75,46718,0,47031,0
"AZ","65-79",76,45756,2,46042,1
"AZ","65-79",77,44823,0,45068,0
"AZ","65-79",78,43415,0,43629,0
"AZ","65-79",79,42627,0,42822,1
"AZ","65-79",80,42115,0,42281,0
"AZ","65-79",81,42003,1,42162,0
"AZ","65-79",82,41164,0,41277,2
"AZ","65-79",83,40791,0,40888,0
"AZ","65-79",84,34054,1,34132,0
"AZ","65-79",85,29048,0,29110,0
"AZ","65-79",86,26282,0,26346,0
"AZ","65-79",87,25381,0,25439,2
"AZ","65-79",88,25321,0,25380,0
"AZ","65-79",89,24472,0,24533,0
"AZ","65-79",90,22851,0,22920,3
"PB","65-79",1,296217,1,296215,2
"PB","65-79",2,245427,2,245447,0
"PB","65-79",3,212670,2,212708,2
"PB","65-79",4,188398,2,188458,1
"PB","65-79",5,168126,2,168202,0
"PB","65-79",6,151788,2,151897,0
"PB","65-79",7,138030,1,138160,0
"PB","65-79",8,125152,0,125296,0
"PB","65-79",9,115507,0,115666,0
"PB","65-79",10,107962,1,108131,2
"PB","65-79",11,101152,1,101342,0
"PB","65-79",12,95187,0,95393,0
"PB","65-79",13,90332,1,90555,1
"PB","65-79",14,87102,0,87346,0
"PB","65-79",15,84146,0,84399,0
"PB","65-79",16,81706,0,81967,0
"PB","65-79",17,79535,0,79806,0
"PB","65-79",18,78078,0,78358,0
"PB","65-79",19,77059,0,77355,0
"PB","65-79",20,76462,0,76766,0
"PB","65-79",21,76011,0,76329,1
"PB","65-79",22,75638,0,75961,0
"PB","65-79",23,75259,0,75590,0
"PB","65-79",24,74976,0,75315,0
"PB","65-79",25,74769,0,75113,0
"PB","65-79",26,74486,0,74838,1
"PB","65-79",27,74196,2,74552,0
"PB","65-79",28,74092,1,74457,0
"PB","65-79",29,73951,1,74320,0
"PB","65-79",30,73818,0,74196,1
"PB","65-79",31,73761,0,74147,0
"PB","65-79",32,73720,1,74111,0
"PB","65-79",33,73680,0,74077,0
"PB","65-79",34,73640,1,74044,0
"PB","65-79",35,73606,0,74026,0
"PB","65-79",36,73544,0,73965,0
"PB","65-79",37,73499,0,73921,0
"PB","65-79",38,73471,1,73900,0
"PB","65-79",39,73419,0,73855,0
"PB","65-79",40,73379,0,73822,0
"PB","65-79",41,73319,0,73767,0
"PB","65-79",42,73256,1,73720,0
"PB","65-79",43,73180,0,73657,0
"PB","65-79",44,73094,0,73584,0
"PB","65-79",45,72980,1,73476,0
"PB","65-79",46,72713,0,73205,0
"PB","65-79",47,72528,1,73019,0
"PB","65-79",48,72347,0,72841,1
"PB","65-79",49,72119,0,72613,0
"PB","65-79",50,71891,0,72385,0
"PB","65-79",51,71688,0,72179,0
"PB","65-79",52,71489,0,71977,1
"PB","65-79",53,71161,0,71642,0
"PB","65-79",54,68298,1,68766,0
"PB","65-79",55,64963,0,65415,1
"PB","65-79",56,61660,0,62098,0
"PB","65-79",57,58486,0,58906,0
"PB","65-79",58,55729,0,56130,0
"PB","65-79",59,53799,0,54187,0
"PB","65-79",60,51956,0,52307,1
"PB","65-79",61,50384,0,50714,1
"PB","65-79",62,48565,3,48881,0
"PB","65-79",63,46681,1,46979,0
"PB","65-79",64,45073,1,45353,0
"PB","65-79",65,43289,1,43549,0
"PB","65-79",66,41724,0,41971,0
"PB","65-79",67,40555,0,40789,1
"PB","65-79",68,39232,0,39453,0
"PB","65-79",69,37639,0,37838,1
"PB","65-79",70,35917,0,36087,0
"PB","65-79",71,33560,1,33682,1
"PB","65-79",72,32185,0,32267,0
"PB","65-79",73,30893,0,30949,0
"PB","65-79",74,30634,0,30685,0
"PB","65-79",75,30404,0,30445,0
"PB","65-79",76,30247,0,30287,0
"PB","65-79",77,29925,0,29951,0
"PB","65-79",78,29751,0,29770,0
"PB","65-79",79,29630,0,29642,0
"PB","65-79",80,29519,0,29528,0
"PB","65-79",81,29430,0,29438,0
"PB","65-79",82,29248,0,29252,0
"PB","65-79",83,29025,0,29026,0
"PB","65-79",84,24130,0,24130,0
"PB","65-79",85,20292,0,20292,0
"PB","65-79",86,17904,0,17895,0
"PB","65-79",87,16502,0,16481,0
"PB","65-79",88,15692,0,15671,0
"PB","65-79",89,13856,0,13832,0
"PB","65-79",90,12004,0,11986,0
"AZ","80+",1,166215,2,166212,6
"AZ","80+",2,151824,4,151870,3
"AZ","80+",3,140593,3,140711,0
"AZ","80+",4,130164,4,130343,2
"AZ","80+",5,121339,2,121566,1
"AZ","80+",6,113355,1,113623,0
"AZ","80+",7,106522,2,106844,1
"AZ","80+",8,99618,1,99993,0
"AZ","80+",9,94674,1,95095,1
"AZ","80+",10,90700,0,91177,0
"AZ","80+",11,87074,2,87583,0
"AZ","80+",12,83937,3,84502,1
"AZ","80+",13,80879,2,81489,0
"AZ","80+",14,78773,1,79424,1
"AZ","80+",15,76738,2,77416,2
"AZ","80+",16,75214,0,75924,0
"AZ","80+",17,74203,2,74947,0
"AZ","80+",18,73367,1,74130,0
"AZ","80+",19,72704,2,73510,0
"AZ","80+",20,72046,1,72887,0
"AZ","80+",21,71545,3,72411,0
"AZ","80+",22,71122,1,72023,0
"AZ","80+",23,70834,0,71766,1
"AZ","80+",24,70587,4,71537,2
"AZ","80+",25,70407,0,71380,1
"AZ","80+",26,70273,1,71247,0
"AZ","80+",27,70140,3,71130,0
"AZ","80+",28,69994,0,71013,2
"AZ","80+",29,69892,0,70928,0
"AZ","80+",30,69840,1,70892,1
"AZ","80+",31,69805,1,70869,0
"AZ","80+",32,69767,2,70855,1
"AZ","80+",33,69736,1,70838,1
"AZ","80+",34,69678,1,70799,1
"AZ","80+",35,69622,0,70756,0
"AZ","80+",36,69563,0,70723,1
"AZ","80+",37,69505,2,70678,0
"AZ","80+",38,69452,1,70642,1
"AZ","80+",39,69426,0,70628,1
"AZ","80+",40,69400,0,70610,1
"AZ","80+",41,69351,0,70562,2
"AZ","80+",42,69285,1,70512,1
"AZ","80+",43,69213,0,70451,0
"AZ","80+",44,69153,1,70396,0
"AZ","80+",45,69095,1,70345,0
"AZ","80+",46,69067,0,70329,2
"AZ","80+",47,69029,0,70300,1
"AZ","80+",48,68970,1,70259,0
"AZ","80+",49,68885,0,70183,1
"AZ","80+",50,68825,1,70128,0
"AZ","80+",51,68723,0,70054,0
"AZ","80+",52,68669,1,70010,1
"AZ","80+",53,68638,3,69993,1
"AZ","80+",54,68549,2,69912,0
"AZ","80+",55,68385,0,69765,1
"AZ","80+",56,68180,1,69557,1
"AZ","80+",57,67977,2,69358,2
"AZ","80+",58,67827,1,69208,1
"AZ","80+",59,67778,2,69171,1
"AZ","80+",60,67720,1,69114,2
"AZ","80+",61,67543,1,68947,1
"AZ","80+",62,67242,1,68649,1
"AZ","80+",63,66793,1,68205,0
"AZ","80+",64,66326,1,67733,0
"AZ","80+",65,65719,0,67111,0
"AZ","80+",66,65342,1,66738,1
"AZ","80+",67,64987,1,66382,1
"AZ","80+",68,64295,1,65655,0
"AZ","80+",69,63738,1,65063,0
"AZ","80+",70,63060,0,64323,1
"AZ","80+",71,62371,0,63581,0
"AZ","80+",72,61713,0,62867,0
"AZ","80+",73,61290,0,62410,0
"AZ","80+",74,61087,1,62207,1
"AZ","80+",75,60585,2,61670,1
"AZ","80+",76,60094,0,61131,2
"AZ","80+",77,59383,2,60349,1
"AZ","80+",78,58763,0,59675,1
"AZ","80+",79,58203,2,59054,1
"AZ","80+",80,57792,0,58611,1
"AZ","80+",81,57635,1,58454,1
"AZ","80+",82,56795,1,57507,1
"AZ","80+",83,56561,0,57241,0
"AZ","80+",84,50527,0,51158,1
"AZ","80+",85,45128,0,45715,1
"AZ","80+",86,41978,0,42517,1
"AZ","80+",87,41021,0,41552,1
"AZ","80+",88,40931,1,41467,0
"AZ","80+",89,39677,0,40194,0
"AZ","80+",90,37023,1,37525,0
"PB","80+",1,17016,0,17016,1
"PB","80+",2,15157,0,15169,1
"PB","80+",3,14040,0,14061,0
"PB","80+",4,12874,0,12901,0
"PB","80+",5,11964,1,11991,1
"PB","80+",6,11307,0,11345,0
"PB","80+",7,10583,1,10632,0
"PB","80+",8,10007,0,10060,0
"PB","80+",9,9620,0,9673,0
"PB","80+",10,9354,0,9410,0
"PB","80+",11,9072,0,9132,0
"PB","80+",12,8746,0,8811,0
"PB","80+",13,8364,0,8433,0
"PB","80+",14,8169,1,8239,0
"PB","80+",15,7953,1,8023,0
"PB","80+",16,7803,0,7876,0
"PB","80+",17,7671,0,7749,0
"PB","80+",18,7563,0,7641,0
"PB","80+",19,7472,0,7556,0
"PB","80+",20,7439,1,7525,0
"PB","80+",21,7371,0,7459,0
"PB","80+",22,7324,0,7417,0
"PB","80+",23,7283,0,7377,0
"PB","80+",24,7241,0,7342,0
"PB","80+",25,7211,0,7311,0
"PB","80+",26,7198,0,7302,0
"PB","80+",27,7183,0,7292,0
"PB","80+",28,7173,0,7282,0
"PB","80+",29,7159,0,7272,0
"PB","80+",30,7154,0,7268,0
"PB","80+",31,7147,1,7262,0
"PB","80+",32,7145,0,7262,0
"PB","80+",33,7142,0,7262,0
"PB","80+",34,7138,0,7261,0
"PB","80+",35,7135,0,7259,0
"PB","80+",36,7129,0,7254,0
"PB","80+",37,7126,0,7250,0
"PB","80+",38,7123,0,7249,0
"PB","80+",39,7121,0,7249,0
"PB","80+",40,7119,0,7245,0
"PB","80+",41,7119,0,7243,0
"PB","80+",42,7117,0,7242,0
"PB","80+",43,7114,0,7241,0
"PB","80+",44,7112,0,7238,0
"PB","80+",45,7108,0,7237,0
"PB","80+",46,7108,0,7236,0
"PB","80+",47,7107,0,7235,0
"PB","80+",48,7105,0,7232,0
"PB","80+",49,7104,0,7229,0
"PB","80+",50,7103,0,7225,0
"PB","80+",51,7100,0,7223,0
"PB","80+",52,7099,0,7223,0
"PB","80+",53,7095,0,7221,0
"PB","80+",54,7092,0,7218,0
"PB","80+",55,7087,0,7212,0
"PB","80+",56,7087,0,7211,0
"PB","80+",57,7077,0,7203,0
"PB","80+",58,7075,0,7199,0
"PB","80+",59,7075,0,7196,0
"PB","80+",60,7071,0,7192,0
"PB","80+",61,7066,0,7188,0
"PB","80+",62,7057,0,7182,0
"PB","80+",63,7049,0,7175,0
"PB","80+",64,7042,0,7168,0
"PB","80+",65,7034,0,7160,0
"PB","80+",66,7026,0,7150,0
"PB","80+",67,7024,0,7147,0
"PB","80+",68,7021,0,7145,0
"PB","80+",69,7015,0,7138,0
"PB","80+",70,7009,0,7132,0
"PB","80+",71,7004,0,7125,0
"PB","80+",72,6943,0,7059,0
"PB","80+",73,6914,0,7032,0
"PB","80+",74,6896,0,7012,0
"PB","80+",75,6833,0,6930,0
"PB","80+",76,6823,0,6922,0
"PB","80+",77,6811,0,6910,0
"PB","80+",78,6789,0,6885,0
"PB","80+",79,6778,0,6871,0
"PB","80+",80,6765,0,6863,0
"PB","80+",81,6750,0,6847,0
"PB","80+",82,6661,0,6748,0
"PB","80+",83,6636,0,6715,0
"PB","80+",84,6453,0,6530,0
"PB","80+",85,6271,0,6350,0
"PB","80+",86,6227,0,6304,0
"PB","80+",87,6209,0,6285,0
"PB","80+",88,6110,0,6185,0
"PB","80+",89,5967,0,6039,0
"PB","80+",90,5564,0,5635,0
