"","vacc","z.yr","vacc_type","group","pyears","event","Rate","RR_est"
"94","v2","48+ thru  55","AZ","18-64",2483.8,3,1,"0.33 (0.09, 1.23)"
"95","v1","55+ thru  62","AZ","18-64",1785.4,3,2,NA
"96","v2","55+ thru  62","AZ","18-64",1783.1,3,2,"1 (0.2, 4.96)"
"97","v1","62+ thru  69","AZ","18-64",1032.9,3,3,NA
"98","v2","62+ thru  69","AZ","18-64",1030.9,8,8,"2.67 (0.71, 10.07)"
"99","v1","69+ thru 182","AZ","18-64",1280.2,3,2,NA
"100","v2","69+ thru 182","AZ","18-64",1277.8,6,5,"2 (0.5, 8.01)"
"101","v1","-1+ thru  13","PB","18-64",13341.2,40,3,NA
"102","v2","-1+ thru  13","PB","18-64",13342.6,9,1,"0.22 (0.11, 0.46)"
"103","v1","13+ thru  20","PB","18-64",5881.2,8,1,NA
"104","v2","13+ thru  20","PB","18-64",5882.8,1,0,"0.12 (0.02, 1)"
"105","v1","20+ thru  27","PB","18-64",5615.4,7,1,NA
"106","v2","20+ thru  27","PB","18-64",5617.4,2,0,"0.29 (0.06, 1.38)"
"107","v1","27+ thru  34","PB","18-64",5515.3,5,1,NA
"108","v2","27+ thru  34","PB","18-64",5517.7,0,0,"0 (0, Inf)"
"109","v1","34+ thru  41","PB","18-64",5463.6,7,1,NA
"110","v2","34+ thru  41","PB","18-64",5466.3,0,0,"0 (0, Inf)"
"111","v1","41+ thru  48","PB","18-64",5350.7,5,1,NA
"112","v2","41+ thru  48","PB","18-64",5353.6,0,0,"0 (0, Inf)"
"113","v1","48+ thru  55","PB","18-64",5108.4,6,1,NA
"114","v2","48+ thru  55","PB","18-64",5111.1,2,0,"0.33 (0.07, 1.65)"
"115","v1","55+ thru  62","PB","18-64",4738.7,4,1,NA
"116","v2","55+ thru  62","PB","18-64",4741,5,1,"1.25 (0.34, 4.65)"
"117","v1","62+ thru  69","PB","18-64",4493.7,7,2,NA
"118","v2","62+ thru  69","PB","18-64",4495.8,1,0,"0.14 (0.02, 1.16)"
"119","v1","69+ thru 182","PB","18-64",22480.8,22,1,NA
"120","v2","69+ thru 182","PB","18-64",22490.7,13,1,"0.59 (0.3, 1.17)"
"121","v1","-1+ thru  13","AZ","65+",11643.4,44,4,NA
"122","v2","-1+ thru  13","AZ","65+",11663.6,48,4,"1.09 (0.72, 1.64)"
"123","v1","13+ thru  20","AZ","65+",3781.5,16,4,NA
"124","v2","13+ thru  20","AZ","65+",3807.5,7,2,"0.44 (0.18, 1.06)"
"125","v1","20+ thru  27","AZ","65+",3511.2,17,5,NA
"126","v2","20+ thru  27","AZ","65+",3544.1,7,2,"0.41 (0.17, 0.98)"
"127","v1","27+ thru  34","AZ","65+",3445.8,12,3,NA
"128","v2","27+ thru  34","AZ","65+",3483.9,9,3,"0.74 (0.31, 1.76)"
"129","v1","34+ thru  41","AZ","65+",3414.7,5,1,NA
"130","v2","34+ thru  41","AZ","65+",3457,9,3,"1.78 (0.6, 5.3)"
"131","v1","41+ thru  48","AZ","65+",3372,26,8,NA
"132","v2","41+ thru  48","AZ","65+",3417.4,9,3,"0.34 (0.16, 0.73)"
"133","v1","48+ thru  55","AZ","65+",3297.8,16,5,NA
"134","v2","48+ thru  55","AZ","65+",3345.6,11,3,"0.68 (0.32, 1.46)"
"135","v1","55+ thru  62","AZ","65+",2968.7,16,5,NA
"136","v2","55+ thru  62","AZ","65+",3015.5,12,4,"0.74 (0.35, 1.56)"
"137","v1","62+ thru  69","AZ","65+",2485.4,12,5,NA
"138","v2","62+ thru  69","AZ","65+",2525.6,8,3,"0.66 (0.27, 1.6)"
"139","v1","69+ thru 182","AZ","65+",6208.4,22,4,NA
"140","v2","69+ thru 182","AZ","65+",6276.1,36,6,"1.62 (0.95, 2.75)"
"141","v1","-1+ thru  13","PB","65+",5979.6,17,3,NA
"142","v2","-1+ thru  13","PB","65+",5985.2,11,2,"0.65 (0.3, 1.38)"
"143","v1","13+ thru  20","PB","65+",1692.4,3,2,NA
"144","v2","13+ thru  20","PB","65+",1699.1,0,0,"0 (0, Inf)"
"145","v1","20+ thru  27","PB","65+",1577.4,2,1,NA
"146","v2","20+ thru  27","PB","65+",1585.8,2,1,"1 (0.14, 7.06)"
"147","v1","27+ thru  34","PB","65+",1551.6,5,3,NA
"148","v2","27+ thru  34","PB","65+",1561.2,1,1,"0.2 (0.02, 1.7)"
"149","v1","34+ thru  41","PB","65+",1544.4,1,1,NA
"150","v2","34+ thru  41","PB","65+",1555.1,0,0,"0 (0, Inf)"
"151","v1","41+ thru  48","PB","65+",1532.8,3,2,NA
"152","v2","41+ thru  48","PB","65+",1544.6,1,1,"0.33 (0.03, 3.18)"
"153","v1","48+ thru  55","PB","65+",1482,1,1,NA
"154","v2","48+ thru  55","PB","65+",1493.6,2,1,"1.98 (0.18, 21.89)"
"155","v1","55+ thru  62","PB","65+",1177.5,3,3,NA
"156","v2","55+ thru  62","PB","65+",1187.1,2,2,"0.66 (0.11, 3.96)"
"157","v1","62+ thru  69","PB","65+",940.2,3,3,NA
"158","v2","62+ thru  69","PB","65+",947.3,2,2,"0.66 (0.11, 3.96)"
"159","v1","69+ thru 182","PB","65+",2730.9,1,0,NA
"160","v2","69+ thru 182","PB","65+",2737.5,1,0,"1 (0.06, 15.95)"
